GeneID	pearson_corr	Best.hit.arabi.name	arabi.symbol	arabi.defline
Sobic.009G034400	0.685875292	AT4G05460.1		RNI-like superfamily protein
Sobic.003G361800	0.685834625	AT5G01270.2	"ATCPL2,CPL2"	carboxyl-terminal domain (ctd) phosphatase-like 2
Sobic.003G228100	0.68582459	AT3G14690.1	CYP72A15	"cytochrome P450, family 72, subfamily A, polypeptide 15"
Sobic.003G077300	0.685804845	AT4G34412.1		
Sobic.K044200	0.685795666			
Sobic.006G235300	0.685743024	AT2G21970.1	2-Sep	stress enhanced protein 2
Sobic.005G219300	0.685723426	AT3G46530.1	RPP13	NB-ARC domain-containing disease resistance protein
Sobic.002G076200	0.685713981			
Sobic.009G108400	0.685669043	AT2G36305.1	"ATFACE-2,ATFACE2,FACE2,RCE1"	farnesylated protein-converting enzyme 2
Sobic.001G114650	0.685624759			
Sobic.005G028800	0.685617722	AT1G50450.1		Saccharopine dehydrogenase 
Sobic.003G306800	0.685548179	AT4G30700.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.001G177100	0.685494867	AT3G07050.1		GTP-binding family protein
Sobic.001G067601	0.685485601	AT2G31305.1	INH3	inhibitor-3
Sobic.002G331300	0.685471548	AT3G59540.1		Ribosomal L38e protein family
Sobic.010G240001	0.685466402			
Sobic.008G051100	0.685405766	AT1G73820.1		Ssu72-like family protein
Sobic.003G297800	0.685401902	AT2G31060.2		elongation factor family protein
Sobic.004G086300	0.685400299	AT3G15620.1	UVR3	DNA photolyase family protein
Sobic.004G196800	0.685388513	AT3G14110.2	FLU	Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.006G146300	0.685381926	AT4G13670.1	PTAC5	plastid transcriptionally active 5
Sobic.003G253800	0.685316358	AT1G53320.1	"AtTLP7,TLP7"	tubby like protein 7
Sobic.006G182300	0.685270369	AT4G24060.1		Dof-type zinc finger DNA-binding family protein
Sobic.003G223300	0.685255233	AT4G01040.1		Glycosyl hydrolase superfamily protein
Sobic.002G127800	0.685249991	AT2G20725.1		CAAX amino terminal protease family protein
Sobic.003G421400	0.685222566	AT4G31560.1	HCF153	high chlorophyll fluorescence 153
Sobic.004G114000	0.685208986	AT2G17380.1	AP19	associated protein 19
Sobic.004G114000	0.685208986			
Sobic.009G171400	0.685198321	AT5G01670.1		NAD(P)-linked oxidoreductase superfamily protein
Sobic.002G087000	0.685187821	AT3G27430.2	PBB1	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
Sobic.002G306201	0.685187281	AT3G60370.1		FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Sobic.002G001800	0.68515269	AT4G13420.1	"ATHAK5,HAK5"	high affinity K+ transporter 5
Sobic.003G347560	0.685100517	AT3G58090.1		Disease resistance-responsive (dirigent-like protein) family protein
Sobic.001G542800	0.685065054	AT4G17360.1		Formyl transferase
Sobic.002G242700	0.685062076	AT3G49410.1		"Transcription factor IIIC, subunit 5"
Sobic.004G255300	0.68505619	AT4G16835.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.006G269800	0.685046228	AT4G17020.3		transcription factor-related
Sobic.003G432300	0.685043739	AT4G23540.1		ARM repeat superfamily protein
Sobic.004G039300	0.685027513	AT3G45040.1		phosphatidate cytidylyltransferase family protein
Sobic.001G267000	0.685010778			
Sobic.004G332300	0.685000631	AT5G45290.1		RING/U-box superfamily protein
Sobic.002G343700	0.684944407			
Sobic.008G165900	0.684906614	AT3G22330.1	"ATRH53,PMH2"	putative mitochondrial RNA helicase 2
Sobic.009G124600	0.684863799	AT1G64890.1		Major facilitator superfamily protein
Sobic.010G202300	0.684841374	AT1G28600.1		GDSL-like Lipase/Acylhydrolase superfamily protein
Sobic.007G062600	0.684836817	AT3G20650.1		mRNA capping enzyme family protein
Sobic.001G445900	0.684821812	AT3G50660.1	"CLM,CYP90B1,DWF4,PSC1,SAV1,SNP2"	Cytochrome P450 superfamily protein
Sobic.002G096800	0.684793883	AT3G10430.1		F-box and associated interaction domains-containing protein
Sobic.003G084750	0.684787395	AT5G51545.1	LPA2	low psii accumulation2
Sobic.001G510800	0.684757663	AT1G04480.1		Ribosomal protein L14p/L23e family protein
Sobic.005G014300	0.684749929	AT5G05190.1		Protein of unknown function (DUF3133)
Sobic.006G252700	0.684710248	AT5G50180.1		Protein kinase superfamily protein
Sobic.005G145550	0.684702241			
Sobic.004G332600	0.684674181	AT1G80570.2		RNI-like superfamily protein
Sobic.007G069700	0.684666332	AT3G18610.1	"ATNUC-L2,NUC-L2,PARLL1"	nucleolin like 2
Sobic.007G018900	0.684662602	AT1G01080.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.005G039500	0.684647345	AT5G03940.1	"54CP,CPSRP54,FFC,SRP54CP"	chloroplast signal recognition particle 54 kDa subunit
Sobic.010G153400	0.684598741	AT5G53140.1		Protein phosphatase 2C family protein
Sobic.006G030800	0.68458928	AT5G13110.1	G6PD2	glucose-6-phosphate dehydrogenase 2
Sobic.002G046800	0.684484299	AT1G55510.1	BCDH BETA1	branched-chain alpha-keto acid decarboxylase E1 beta subunit
Sobic.004G054400	0.684478103	AT4G19830.1		FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Sobic.003G273700	0.684469016	AT5G11950.2		Putative lysine decarboxylase family protein
Sobic.010G018100	0.684468347	AT5G07270.1	XBAT33	XB3 ortholog 3 in Arabidopsis thaliana
Sobic.001G540900	0.684466367	AT5G23860.2	TUB8	tubulin beta 8
Sobic.008G088830	0.684465878	AT4G24760.1		alpha/beta-Hydrolases superfamily protein
Sobic.006G217200	0.684445407	AT3G14580.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.004G285200	0.68444188	AT1G09290.1		
Sobic.003G058200	0.684414699	AT2G40340.1	"AtERF48,DREB2C"	Integrase-type DNA-binding superfamily protein
Sobic.010G172400	0.684377023	AT3G13772.1	"AtTMN7,TMN7"	transmembrane nine 7
Sobic.002G257100	0.684363517	AT4G19970.1		
Sobic.010G006400	0.684318906	AT3G61460.1	BRH1	brassinosteroid-responsive RING-H2
Sobic.001G451700	0.684309978	AT3G56630.1	CYP94D2	"cytochrome P450, family 94, subfamily D, polypeptide 2"
Sobic.003G167700	0.684257872			
Sobic.005G026400	0.684246385	AT1G52620.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.001G310700	0.684231588	AT4G35230.1	BSK1	BR-signaling kinase 1
Sobic.006G095400	0.684226276	AT4G25340.1	"ATFKBP53,FKBP53"	FK506 BINDING PROTEIN 53
Sobic.005G050900	0.684224658			
Sobic.004G353600	0.684121242	AT2G02860.1	"ATSUC3,ATSUT2,SUC3,SUT2"	sucrose transporter 2
Sobic.006G202200	0.684105314	AT5G11710.1		ENTH/VHS family protein
Sobic.010G008800	0.684096836	AT1G32210.1	ATDAD1	Defender against death (DAD family) protein
Sobic.009G112900	0.684084735	AT3G62810.1		complex 1 family protein / LVR family protein
Sobic.009G088600	0.684078289	AT4G19400.1		Profilin family protein
Sobic.006G184500	0.684040647	AT3G16720.1	"ATL2,TL2"	TOXICOS EN LEVADURA 2
Sobic.009G243400	0.684033592	AT5G14700.1		NAD(P)-binding Rossmann-fold superfamily protein
Sobic.010G043600	0.684020511	AT2G33990.1	iqd9	IQ-domain 9
Sobic.001G205100	0.683967905	AT2G47960.1		
Sobic.002G174900	0.683964456	AT5G65720.1	"ATNFS1,ATNIFS1,NFS1,NIFS1"	nitrogen fixation S (NIFS)-like 1
Sobic.007G112700	0.683928745			
Sobic.002G076400	0.683914657	AT3G23590.1	"MED33A,RFR1"	REF4-related 1
Sobic.007G046500	0.683880415	AT1G17080.1		Ribosomal protein L18ae family
Sobic.009G155900	0.683871315	AT2G36490.1	"DML1,ROS1"	demeter-like 1
Sobic.004G017900	0.683840372	AT3G51300.1	"ARAC11,ATRAC11,ATROP1,ROP1,ROP1AT"	RHO-related protein from plants 1
Sobic.009G070100	0.683829437	AT2G21195.1		
Sobic.007G098800	0.683805917	AT1G52500.2	"ATFPG-1,ATFPG-2,ATMMH-1,ATMMH-2,FPG-1,FPG-2,MMH-1,MMH-2"	MUTM homolog-1
Sobic.002G201600	0.683792524	AT1G26850.2		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.007G052300	0.683766715	AT4G19350.1	EMB3006	embryo defective 3006
Sobic.006G237500	0.683717949	AT1G80550.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.001G268200	0.683687616	AT5G41350.1		RING/U-box superfamily protein
Sobic.004G021300	0.683633452	AT2G21250.1		NAD(P)-linked oxidoreductase superfamily protein
Sobic.010G077100	0.683587105	AT1G13560.1	"AAPT1,ATAAPT1"	aminoalcoholphosphotransferase 1
Sobic.010G081900	0.683572386	AT5G42890.1	"ATSCP2,SCP2"	sterol carrier protein 2
Sobic.010G250900	0.683551533	AT4G30110.1	"ATHMA2,HMA2"	heavy metal atpase 2
Sobic.003G433750	0.683484498	AT5G57190.1	PSD2	phosphatidylserine decarboxylase 2
Sobic.010G208900	0.683482217	AT5G10890.1		myosin heavy chain-related
Sobic.009G157300	0.683470117	AT3G47000.1		Glycosyl hydrolase family protein
Sobic.002G338000	0.683465299	AT3G08940.2	LHCB4.2	light harvesting complex photosystem II
Sobic.002G312800	0.683424531	AT1G29320.1		Transducin/WD40 repeat-like superfamily protein
Sobic.008G166400	0.683401993	AT3G14460.1		LRR and NB-ARC domains-containing disease resistance protein
Sobic.004G187900	0.683388437	AT5G64300.1	"ATGCH,ATRIBA1,GCH,RFD1"	GTP cyclohydrolase II
Sobic.006G165400	0.683385457	AT5G07440.1	GDH2	glutamate dehydrogenase 2
Sobic.010G224100	0.683366225	AT1G06660.1		
Sobic.009G080700	0.683358397	AT2G46220.1		Uncharacterized conserved protein (DUF2358)
Sobic.001G426200	0.683337757	AT2G39900.1		GATA type zinc finger transcription factor family protein
Sobic.006G278500	0.683332593	AT1G63660.1		"GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase, putative"
Sobic.010G076700	0.683314792	AT2G26310.1		Chalcone-flavanone isomerase family protein
Sobic.009G024300	0.683310464	AT5G12130.1	"ATTERC,PDE149"	integral membrane TerC family protein
Sobic.007G096600	0.683217252			
Sobic.001G429600	0.68320909	AT4G27640.1		ARM repeat superfamily protein
Sobic.002G371100	0.683202741	AT5G35530.1		Ribosomal protein S3 family protein
Sobic.001G144600	0.683185488	AT3G22590.1	"CDC73,PHP"	PLANT HOMOLOGOUS TO PARAFIBROMIN
Sobic.004G152400	0.683185376	AT5G02610.1		Ribosomal L29 family protein 
Sobic.002G420600	0.683164632	AT5G18280.1	"APY2,ATAPY2"	apyrase 2
Sobic.002G155301	0.683104495			
Sobic.006G108200	0.683087316	AT3G25805.1		
Sobic.010G168900	0.683082796	AT2G19600.1	"ATKEA4,KEA4"	K+ efflux antiporter 4
Sobic.001G322000	0.68307748	AT5G07270.1	XBAT33	XB3 ortholog 3 in Arabidopsis thaliana
Sobic.006G067700	0.6829093	AT3G52890.1	KIPK	KCBP-interacting protein kinase
Sobic.006G067700	0.6829093	AT3G52890.2	KIPK	KCBP-interacting protein kinase
Sobic.002G312700	0.682905835	AT3G05270.1		Plant protein of unknown function (DUF869)
Sobic.009G097900	0.682897926			
Sobic.008G125501	0.682895797			
Sobic.010G099900	0.682868741	AT1G05060.1		
Sobic.010G257100	0.68282293	AT1G73670.1	"ATMPK15,MPK15"	MAP kinase 15
Sobic.002G248600	0.682811787	AT2G44430.1		DNA-binding bromodomain-containing protein
Sobic.009G065400	0.682782483	AT3G49010.1	"ATBBC1,BBC1,RSU2"	breast basic conserved 1
Sobic.010G016600	0.682773687	AT1G01920.2		SET domain-containing protein
Sobic.003G209400	0.682742411	AT5G11780.1		
Sobic.004G305700	0.682735736	AT5G65420.1	CYCD4;1	CYCLIN D4;1
Sobic.002G234300	0.682717255	AT2G22400.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.005G048500	0.682553591	AT1G58350.1	ZW18	Putative serine esterase  family protein
Sobic.001G261541	0.682516163			
Sobic.005G180900	0.682505001	AT4G39790.1		Protein of unknown function (DUF630 and DUF632)
Sobic.004G286700	0.682490764	AT5G55050.1		GDSL-like Lipase/Acylhydrolase superfamily protein
Sobic.007G006800	0.682476102	AT2G33760.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.001G313100	0.682471872	AT2G17290.1	"ATCDPK3,ATCPK6,CPK6"	Calcium-dependent protein kinase family protein
Sobic.003G404400	0.682470588	AT3G27180.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.006G243100	0.682451396	AT5G67240.1	SDN3	small RNA degrading nuclease 3
Sobic.006G243100	0.682451396	AT3G50100.1	SDN1	small RNA degrading nuclease 1
Sobic.001G532400	0.682450976	AT2G46470.1	OXA1L	inner membrane protein OXA1-like
Sobic.001G040600	0.682443342	AT3G10690.1	GYRA	DNA GYRASE A
Sobic.004G337900	0.682437971	AT3G59290.1		ENTH/VHS family protein
Sobic.007G128100	0.682421299			
Sobic.001G162000	0.682397284	AT1G08780.1	"AIP3,PFD4"	ABI3-interacting protein 3
Sobic.007G043400	0.682389905	AT1G12230.1		Aldolase superfamily protein
Sobic.003G346600	0.682376457	AT5G02960.1		Ribosomal protein S12/S23 family protein
Sobic.007G092200	0.682268159	AT3G20330.1	PYRB	PYRIMIDINE B
Sobic.002G156200	0.682254561	AT1G65420.1	NPQ7	Protein of unknown function (DUF565)
Sobic.005G062800	0.682245695			
Sobic.003G001400	0.682244332	AT2G28130.1		
Sobic.002G259700	0.682217268	AT5G50850.1	MAB1	Transketolase family protein
Sobic.004G269600	0.682196575	AT2G15820.1	OTP51	endonucleases
Sobic.001G115800	0.682191244	AT2G01755.1		
Sobic.004G356100	0.682150594	AT4G33540.1		metallo-beta-lactamase family protein
Sobic.001G122100	0.68214536	AT1G77720.1	PPK1	putative protein kinase 1
Sobic.001G085400	0.68213639	AT5G48760.1		Ribosomal protein L13 family protein
Sobic.001G189600	0.682121664	AT3G48880.2		RNI-like superfamily protein
Sobic.001G353501	0.682118015	AT5G64080.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Sobic.010G221600	0.682097243	AT1G31160.1	HINT 2	HISTIDINE TRIAD NUCLEOTIDE-BINDING 2
Sobic.001G301200	0.682096932	AT1G13980.1	"EMB30,GN,VAN7"	sec7 domain-containing protein
Sobic.006G094500	0.682090782	AT3G14180.1		sequence-specific DNA binding transcription factors
Sobic.008G177200	0.682065386	AT1G58030.1	CAT2	cationic amino acid transporter 2
Sobic.001G219600	0.682051049	AT5G62600.1		ARM repeat superfamily protein
Sobic.003G185250	0.68204216			
Sobic.010G100900	0.682028919	AT5G22800.1	"EMB1030,EMB263,EMB86"	"Alanyl-tRNA synthetase, class IIc"
Sobic.001G436200	0.682020726	AT5G62300.1		Ribosomal protein S10p/S20e family protein
Sobic.001G043200	0.682003474	AT4G17430.1		O-fucosyltransferase family protein
Sobic.003G126400	0.681994617	AT2G26840.1		
Sobic.009G222500	0.681982985	AT5G14790.1		ARM repeat superfamily protein
Sobic.008G078100	0.68195917	AT5G55390.2	EDM2	ENHANCED DOWNY MILDEW 2
Sobic.002G036300	0.681948848	AT1G30130.1		
Sobic.002G127550	0.681918303	AT1G01770.1		
Sobic.002G204700	0.681896236	AT2G19380.1		RNA recognition motif (RRM)-containing protein
Sobic.007G094400	0.68186445	AT1G68220.1		Protein of unknown function (DUF1218)
Sobic.010G081700	0.681845757	AT1G71060.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.009G199200	0.68183869	AT1G78680.1	"ATGGH2,GGH2"	gamma-glutamyl hydrolase 2
Sobic.005G029400	0.681837613	AT3G57030.1		Calcium-dependent phosphotriesterase superfamily protein
Sobic.003G416300	0.681825774	AT3G62760.1	ATGSTF13	Glutathione S-transferase family protein
Sobic.005G113533	0.681773951			
Sobic.005G096700	0.681762207			
Sobic.009G159700	0.681756521	AT5G02020.1		
Sobic.001G073400	0.681755586	AT5G42765.1		
Sobic.001G498200	0.681739927	AT3G13460.1	ECT2	evolutionarily conserved C-terminal region 2
Sobic.003G389000	0.681679751	AT5G36890.1	BGLU42	beta glucosidase 42
Sobic.001G199500	0.681632417	AT2G35720.1	OWL1	DNAJ heat shock N-terminal domain-containing protein
Sobic.003G308300	0.681628568	AT5G65760.1		Serine carboxypeptidase S28 family protein
Sobic.001G043400	0.681575705	AT1G48840.1		Plant protein of unknown function (DUF639)
Sobic.008G123300	0.681571816	AT1G02890.1		AAA-type ATPase family protein
Sobic.005G098800	0.681540652	AT3G56690.1	CIP111	Cam interacting protein 111
Sobic.005G120700	0.681539087	AT4G24940.1	"AT-SAE1-1,ATSAE1A,SAE1A"	SUMO-activating enzyme 1A
Sobic.002G076000	0.681489318	AT4G36790.1		Major facilitator superfamily protein
Sobic.009G061000	0.681435166	AT5G14550.1		"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Sobic.008G083700	0.681428986	AT3G48030.1		hypoxia-responsive family protein / zinc finger (C3HC4-type RING finger) family protein
Sobic.009G067551	0.681400197			
Sobic.004G225900	0.681386492	AT5G23350.1		GRAM domain-containing protein / ABA-responsive protein-related
Sobic.010G076400	0.681364678	AT5G04800.1		Ribosomal S17 family protein
Sobic.004G281200	0.681302964	AT5G52510.1	SCL8	SCARECROW-like 8
Sobic.007G052400	0.681285112	AT5G17170.1	ENH1	rubredoxin family protein
Sobic.009G153300	0.68128455			
Sobic.003G132200	0.681273687			
Sobic.006G123900	0.681205976	AT4G13070.1		RNA-binding CRS1 / YhbY (CRM) domain protein
Sobic.002G191100	0.68117068	AT1G59990.1		DEA(D/H)-box RNA helicase family protein
Sobic.006G065700	0.681163461	AT3G19330.1		Protein of unknown function (DUF677)
Sobic.004G041200	0.681154299	AT2G45320.1		
Sobic.003G047400	0.681109004	AT2G29760.1	OTP81	Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.001G321500	0.68107209	AT3G61060.1	"AtPP2-A13,PP2-A13"	phloem protein 2-A13
Sobic.010G263900	0.681071173			
Sobic.006G282200	0.681060363	AT2G01720.1		Ribophorin I
Sobic.004G356600	0.681052771	AT5G66520.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.001G176900	0.681049085	AT1G21150.1		Mitochondrial transcription termination factor family protein
Sobic.009G215200	0.681003153	AT2G19730.1		Ribosomal L28e protein family
Sobic.001G019800	0.680967188	AT3G24200.2		FAD/NAD(P)-binding oxidoreductase family protein
Sobic.001G487200	0.680955934	AT3G63530.1	"BB,BB2"	RING/U-box superfamily protein
Sobic.007G177500	0.680899156	AT4G38660.1		Pathogenesis-related thaumatin superfamily protein
Sobic.006G153300	0.68088471	AT2G20540.1	MEF21	mitochondrial editing factor  21
Sobic.002G362500	0.680860613	AT3G29170.1		Eukaryotic protein of unknown function (DUF872)
Sobic.007G216700	0.680763081	AT2G16600.1	ROC3	rotamase CYP 3
Sobic.002G267300	0.680750416	AT5G53220.1		
Sobic.004G353400	0.680728381	AT3G15410.1		Leucine-rich repeat (LRR) family protein
Sobic.004G340500	0.68070369	AT5G24560.1	"AtPP2-B12,PP2-B12"	phloem protein 2-B12
Sobic.010G230700	0.680622114	AT4G15000.1		Ribosomal L27e protein family
Sobic.001G065600	0.680561582	AT3G14420.1		Aldolase-type TIM barrel family protein
Sobic.005G039600	0.68055692	AT5G22390.1		Protein of unknown function (DUF3049)
Sobic.009G035000	0.68055045	AT1G08530.1		
Sobic.007G065500	0.680542838	AT1G61800.1	"ATGPT2,GPT2"	glucose-6-phosphate/phosphate translocator 2
Sobic.007G085966	0.680541014	AT3G55620.1	emb1624	Translation initiation factor IF6
Sobic.003G367900	0.68049699	AT1G76860.1		Small nuclear ribonucleoprotein family protein
Sobic.001G075000	0.680477863	AT2G37710.1	RLK	receptor lectin kinase
Sobic.005G045700	0.680422384	AT1G43770.2		RING/FYVE/PHD zinc finger superfamily protein
Sobic.004G025400	0.680410384	AT2G45150.1	CDS4	cytidinediphosphate diacylglycerol synthase 4
Sobic.001G265700	0.680406132	AT1G17750.1	"AtPEPR2,PEPR2"	PEP1 receptor 2
Sobic.004G315400	0.680325991	AT3G58060.1		Cation efflux family protein
Sobic.004G230900	0.680313339	AT1G22330.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.001G489300	0.680207517	AT2G02800.2	APK2B	protein kinase 2B
Sobic.007G078100	0.680195946	AT4G22310.1		Uncharacterised protein family (UPF0041)
Sobic.003G096300	0.680134033	AT3G61150.1	"HD-GL2-1,HDG1"	homeodomain GLABROUS 1
Sobic.007G029900	0.680113798	AT1G01280.1	"CYP703,CYP703A2"	"cytochrome P450, family 703, subfamily A, polypeptide 2"
Sobic.001G337600	0.680095891	AT5G15802.1		
Sobic.005G139400	0.680081889	AT1G44960.1		SNARE associated Golgi protein family
Sobic.010G207500	0.680018053	AT5G25220.1	KNAT3	KNOTTED1-like homeobox gene 3
Sobic.009G043100	0.680012173	AT1G80570.2		RNI-like superfamily protein
Sobic.008G001300	0.680007373	AT2G37050.3		Leucine-rich repeat protein kinase family protein
Sobic.002G370000	0.680006183	AT5G23530.1	"AtCXE18,CXE18"	carboxyesterase 18
Sobic.009G193500	0.67999423	AT2G32170.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.009G000200	0.679959581	AT1G68710.1		ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
Sobic.008G040000	0.679941723	AT5G65560.1		Pentatricopeptide repeat (PPR) superfamily protein
Sobic.006G008600	0.679940958	AT2G17975.1		zinc finger (Ran-binding) family protein
Sobic.003G358600	0.679927396	AT3G46970.1	"ATPHS2,PHS2"	alpha-glucan phosphorylase 2
Sobic.002G405500	0.679924047	AT4G30890.2	UBP24	ubiquitin-specific protease 24
Sobic.002G405500	0.679924047	AT4G30890.3	UBP24	ubiquitin-specific protease 24
Sobic.010G104100	0.679923296	AT1G10170.1	"ATNFXL1,NFXL1"	NF-X-like 1
Sobic.007G206500	0.679881663	AT3G45070.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.007G125100	0.679862787	AT1G13520.1		Protein of unknown function (DUF1262)
Sobic.006G019100	0.67984966	AT1G32010.1		myosin heavy chain-related
Sobic.010G118700	0.679787104	AT5G08120.1	MPB2C	movement protein binding protein 2C
Sobic.003G244700	0.679732352	AT5G52920.1	"PKP-BETA1,PKP1,PKP2"	plastidic pyruvate kinase beta subunit 1
Sobic.001G475300	0.679700498	AT4G39910.1	"ATUBP3,UBP3"	ubiquitin-specific protease 3
Sobic.001G090500	0.679694189	AT3G13460.1	ECT2	evolutionarily conserved C-terminal region 2
Sobic.003G002400	0.679641591	AT2G20560.1		DNAJ heat shock family protein
Sobic.010G267650	0.679601086			
Sobic.009G026300	0.679582079	AT5G60370.1		
Sobic.005G014600	0.679565481	AT5G01930.1		Glycosyl hydrolase superfamily protein
Sobic.008G019300	0.679561758	AT2G34190.1		Xanthine/uracil permease family protein
Sobic.002G276000	0.679546198	AT5G02560.1	HTA12	histone H2A 12
Sobic.006G269400	0.679542494	AT3G04550.1		
Sobic.009G023501	0.679496624			
Sobic.003G109600	0.679471564	AT2G37270.2	"ATRPS5B,RPS5B"	ribosomal protein 5B
Sobic.002G110300	0.679349783	AT1G14570.1		UBX domain-containing protein
Sobic.006G140600	0.679340116	AT2G20190.1	"ATCLASP,CLASP"	CLIP-associated protein
Sobic.002G084800	0.679325968	AT2G37860.3	LCD1	Protein of unknown function (DUF3411)
Sobic.009G169400	0.679324377	AT4G18640.1	MRH1	Leucine-rich repeat protein kinase family protein
Sobic.007G014800	0.679321954	AT4G24270.1	EMB140	EMBRYO DEFECTIVE 140
Sobic.008G036400	0.679318113			
Sobic.005G229500	0.679291643	AT2G37650.1		GRAS family transcription factor
Sobic.006G064800	0.679236697	AT5G47900.1		Protein of unknown function (DUF1624)
Sobic.007G113500	0.679234319			
Sobic.001G076100	0.679229778	AT1G10140.1		Uncharacterised conserved protein UCP031279
Sobic.004G186000	0.679222009	AT1G36980.1		
Sobic.001G351100	0.679207323	AT1G02170.1	"AMC1,ATMC1,ATMCPB1,LOL3,MCP1B"	metacaspase 1
Sobic.004G091100	0.679205145	AT5G62760.3		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.003G044900	0.679204354	AT1G04250.1	"AXR3,IAA17"	AUX/IAA transcriptional regulator family protein
Sobic.001G352800	0.679199837	AT1G16470.2	PAB1	proteasome subunit PAB1
Sobic.009G003900	0.679195949	AT4G17530.1	"ATRAB1C,ATRABD2C,RAB1C"	RAB GTPase homolog 1C
Sobic.010G166400	0.679173917	AT2G40570.1		initiator tRNA phosphoribosyl transferase family protein
Sobic.002G263000	0.679142098	AT1G05950.1		
Sobic.002G220200	0.679077825	AT1G50480.1	THFS	10-formyltetrahydrofolate synthetase
Sobic.010G264100	0.679040738			
Sobic.002G122100	0.678995452			
Sobic.007G209500	0.678990485	AT3G57980.1		DNA-binding bromodomain-containing protein
Sobic.001G291300	0.678973957			
Sobic.001G491200	0.67895344	AT3G13080.1	"ATMRP3,MRP3"	multidrug resistance-associated protein 3
Sobic.004G275600	0.678931648	AT4G17830.1		Peptidase M20/M25/M40 family protein
Sobic.001G309200	0.678925567	AT4G12110.1	"ATSMO1,ATSMO1-1,SMO1-1"	sterol-4alpha-methyl oxidase 1-1
Sobic.001G077900	0.678922129	AT1G47640.1		
Sobic.010G082500	0.678915673	AT4G33350.1		Tic22-like family protein
Sobic.001G255800	0.678856253	AT3G12010.1		
Sobic.003G223000	0.678852318	AT4G21300.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.001G002050	0.678775008			
Sobic.003G303700	0.67875712	AT1G52220.1		
Sobic.002G317300	0.678751774	AT3G20410.1	CPK9	calmodulin-domain protein kinase 9
Sobic.007G010200	0.67874241			
Sobic.003G013700	0.678687085	AT4G11150.1	"emb2448,TUF,TUFF,VHA-E1"	vacuolar ATP synthase subunit E1
Sobic.002G399300	0.678684677			
Sobic.001G263900	0.678661584	AT1G64710.1		GroES-like zinc-binding dehydrogenase family protein
Sobic.004G345600	0.678624885	AT2G33310.2	IAA13	auxin-induced protein 13
Sobic.004G345600	0.678624885	AT2G33310.3	IAA13	auxin-induced protein 13
Sobic.002G270700	0.678602334	AT5G07250.1	"ATRBL3,RBL3"	RHOMBOID-like protein 3
Sobic.002G072300	0.678581447	AT4G14930.1		Survival protein SurE-like phosphatase/nucleotidase
Sobic.006G084500	0.678580802	AT2G28605.1		Photosystem II reaction center PsbP family protein
Sobic.009G190300	0.67856923	AT3G23620.1		Ribosomal RNA processing Brix domain protein
Sobic.003G049200	0.678507638	AT5G20080.1		FAD/NAD(P)-binding oxidoreductase
Sobic.003G172966	0.678486897	ATCG00430.1		photosystem II reaction center protein G
Sobic.002G090400	0.678427545	AT3G62110.1		Pectin lyase-like superfamily protein
Sobic.005G160100	0.67842413	AT5G22010.1	"AtRFC1,RFC1"	replication factor C1
Sobic.007G022900	0.678419697	AT1G24480.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.010G079100	0.678418033	AT1G21880.2	LYM1	lysm domain GPI-anchored protein 1 precursor
Sobic.010G219800	0.678396506	AT1G30900.1	"BP80-3;3,VSR3;3,VSR6"	VACUOLAR SORTING RECEPTOR 6
Sobic.007G189500	0.678367827			
Sobic.001G335100	0.678360714	AT3G59200.1		F-box/RNI-like superfamily protein
Sobic.001G026800	0.678359305	AT3G62110.1		Pectin lyase-like superfamily protein
Sobic.007G123900	0.678352868	AT1G78070.1		Transducin/WD40 repeat-like superfamily protein
Sobic.009G153700	0.678305837	AT1G08460.1	"ATHDA8,HDA08,HDA8"	histone deacetylase 8
